# LIFESPAN SIMULATION WITH INTEGRATED MODEL
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
# 23 division(s) with average generation time 1.595454545454556
time	growth	glucose	O2	CO2	ethanol	acetate	glycerol	pyruvate	ATP	Dformation	P	D	M	enzymeUsage	glucose(bool)	H2O2(bool)	Trx1/2(bool)	superoxide	H2O2 production
17.999999999999986	0.2987243294278184	9.105392936995791	2.678590674530914	16.13985989079664	13.257155275488131	0.25694703475949177	0.048	6.174015965143553e-8	0.7	0.0001	0.4533956065668863	0.006604393433108314	1.274579264238793	0.037455394611557155	1.0	0.0	1.0	0.014740420346613017	0.007370210173306508
18.099999999999987	0.29872237167885995	9.105339962272001	2.678572125414203	16.139767039977883	13.257082130462265	0.25694477591295883	0.048	6.173979372192662e-8	0.7	0.0001	0.45339140295660185	0.006608597043392744	1.3132281892467392	0.037455047330139005	1.0	0.0	1.0	0.014740222243911891	0.007370111121955946
18.19999999999999	0.29872041406782884	9.105286991345167	2.6785535775703098	16.139674195830203	13.257008990752691	0.25694251719182365	0.048	6.173956101918066e-8	0.7	0.0001	0.45338719959852647	0.006612800401468123	1.3530487964268465	0.03745470006955712	1.0	0.0	1.0	0.014740024153097508	0.007370012076548754
18.29999999999999	0.2987184560811834	9.105233991149543	2.678535045464452	16.13958129565524	13.256935779512045	0.25694027732646896	0.048	6.173903344119935e-8	0.7	0.0001	0.453382996492645	0.006617003507349583	1.394076598451351	0.03745435282981024	1.0	0.0	1.0	0.014739826074167295	0.007369913037083647
18.39999999999999	0.2987164986948308	9.105181026270223	2.6785164997660105	16.139488462099447	13.256862648116325	0.2569380188811895	0.048	6.17386071155579e-8	0.7	0.0001	0.4533787936389423	0.0066212063610522585	1.4363481842442447	0.03745400561089712	1.0	0.0	1.0	0.014739628007120503	0.007369814003560252
18.499999999999993	0.29871454190873103	9.105128096705348	2.6784979404753635	16.1393956951595	13.256789596561806	0.256935741856692	0.048	6.173819322441432e-8	0.7	0.0001	0.4533745910374032	0.006625408962591284	1.4799012514591	0.03745365841281652	1.0	0.0	1.0	0.01473942995195927	0.007369714975979635
18.599999999999994	0.29871258427443687	9.1050751060447	2.6784794117072286	16.139302811696915	13.256716398487697	0.25693350239713364	0.048	6.173779532048229e-8	0.7	0.0001	0.4533703886880126	0.006629611311981791	1.5247746398479363	0.037453311235567166	1.0	0.0	1.0	0.01473923190868004	0.00736961595434002
18.699999999999996	0.29871062771293994	9.10502218252435	2.6784608545622164	16.139210055343096	13.256643355241309	0.2569312256491548	0.048	6.173751110338799e-8	0.7	0.0001	0.45137604256798386	0.008623957432010575	1.0054453544730853	0.03745296407914782	1.0	0.0	1.0	0.01473903387728305	0.007369516938641525
18.799999999999997	0.29778186027118536	9.079890663267946	2.6696610572590154	16.09516108223017	13.221942913178044	0.25585962691889674	0.048	6.154535903135638e-8	0.7	0.0001	0.4513719601279042	0.00862803987209022	1.0358359357909273	0.037288210986624555	1.0	0.0	1.0	0.014645052365628467	0.007322526182814234
18.9	0.29777995907888977	9.079839218942391	2.669643043983953	16.095070913806524	13.221871881290653	0.25585743331070043	0.048	6.154513698675146e-8	0.7	0.0001	0.45136787793276356	0.008632122067230815	1.0671448996336506	0.037287873735922974	1.0	0.0	1.0	0.01464485998483454	0.00732242999241727
19.0	0.29777805848604505	9.079787809812522	2.6696250172156186	16.094980811766813	13.221800928913897	0.25585522122906945	0.048	6.154466625218902e-8	0.7	0.0001	0.4513637959825473	0.008636204017447045	1.099399992823585	0.03728753650545583	1.0	0.0	1.0	0.01464466761558312	0.00732233380779156
